"userName","score","text","date"
"Rodney Monterio",5,"Pros --The graphics, whoa!! --The music, top notch! --The lack of ads (from my gameplay, they're only if you need to revive), THANK YOU! --Overall theme (I put it on 20 minutes), you get sucked into the game and forget how long I was playing! -- The controls! For an survival-shooter game, you need this to succeed. Cons --So far, none that I can see (haven't unlocked every characters yet). Keep up the good work devs!","2023-01-13T03:09:56.686Z"
"Daniel Amazon",5,"Game is absolutely amazing. Got it on PC(cause it's better and more up-to-date having more skill trees and characters) and it's incredibly addicting and fun. For the app tho, i have an old Motorola so it's not the best. But even on my PC it lags sometimes, i can't imagine how many crashes or how much lagging would happen on a phone. Game is perfect. Just might be a bit much for phones.","2022-11-29T05:29:56.512Z"
"yanyan palen",5,"It's hard for me at first try,but it begins to be easy after finding a good skill combo .I thought it was a zombie killing game ,but it was alien .My only problem is that it becomes somewhat laggy or maybe just the effect after many skills .but it is an enjoyable and addicting game it has a lot of potential .I anticipating to see more new skills and weapons to find new combo . I hope that we can choose all the talents in the mainmenu .Recommended if you like to zombie/alien shooting game .","2023-08-17T07:29:35.773Z"
"Ethan",5,"Absolutely fantastic game, among the top recent roguelikes. Originated on PC. If you've got a half-decent phone or PC, get this game. This free version is a great test run, you should unlock and try some guns and characters to understand just how good the game is. The game isn't too demanding on phones now, but slight bugs. Also, game can be laggy at times for weak phones. Quality ever improving! Worth money, but you don't even have to watch ads unless you prompt the game to, giving you a boost.","2022-12-20T19:34:16.989Z"
"Adam",5,"One of the best mobile game I've ever played. It's fun & easy to get into. The gameplay is quite chaotic with many enemies, increasing in quantity & difficulty as time passes. There's some strategy involved but it's not hard to comprehend. Furthermore, the game is very generous, rewarding you with a lot of coins for playing. You can get the whole roster & weapons without spending much time. However, as a suggestion, I would love an option to toggle between static & dynamic joysticks.","2022-12-10T09:00:34.705Z"
"Dotxoz",5,"9.3/10. The game is very fun, love it! I feel like a story would be perfect for such game! It does need some things and updates, like when pausing, there should be a timer so the player can get ready. Or change crossbow, it's overpowered, and make other guns better. And when opening a chest there should also be a timer, or else it ends up with the player running into a enemy! There's also a lot of lag in the game, not sure if it's just cuz my phone is ancient.","2022-12-12T10:21:06.271Z"
"zoa bozic",5,"really fun! it took me a couple of weeks of playing casually to get all the achievements, so it doesnt take too long to complete, but its not too short either. picking talents and figuring out what works best with each character and weapon is quite fun, and i would love to see more talent and synergy options. one thing that kind of bothers me is the tree hitboxes, its really hard to tell if youre going to get hit or not when going behind the tree and it can be very frustrating.","2022-11-30T17:55:53.775Z"
"Sammy Smith",5,"A fantastic, polished satisfying game. Superb sound design and music, and a clean thematic, thematically consistent art style. - The in-game pause screen could show the current level's specific challenge, as I often forget what it was (and thus the best play style to counter it) during the game. - The bullet and floor skin options in the pause screen could both be grouped under one ""Skins"" tab which, when tapped, simultaneously opens both skins tabs on left and right of screen. Keep it up!","2023-02-21T19:04:03.587Z"
"Chris Armontrout",5,"This is what I like to see in mobile games. It's really a fun game, good controls, a few different ways to build your character that seem viable, and very few ads. Like 1 gives you upgrades, that seems necessary unless you're doing a self imposed challenge, up to 2 for revives in a 20 minute round isn't bad. Still just starting out really, tried a few weapons and looking forward to checking out more of the weapons, characters and all you can unlock.","2022-12-02T02:19:26.618Z"
"Señor Rosas",5,"The game is good. gameplay-wise, it's a bullet hell with rouglike elements. It has a nice variety of characters, each with their own unique twist on gameplay. It also features weapons that aren't locked behind the characters, allowing for a lot of customization. Enemies have cool designs and fill up the screen fast. The pace of the game changes constantly, and no session is identical to the last. Main unlocks aren't to time consuming. The gameplay loop is simple but implemented very well. 10/10","2023-01-18T09:36:55.788Z"
"Gabriela Dobrowolska",5,"Really good shooter, simple but atmospheric graphics, fun and time consuming. I have a problem however, every other time I minimize the app or an add plays it's unresponsive afterwards. I had to kill the app and restart it, losing all the currency I could have gained if I just died instead. I've lost a few good rounds like that. Could you fix that issue?","2022-11-22T03:46:15.797Z"
"J Park",5,"The game is nice. There aren't many ads, none during levels unless you choose to watch them for power-ups or revivals. I do wish that the game told me one side of the screen will move my character and the other will trigger shooting. There are several characters and weapons to collect, so that's fun too. The UI could use some explanations though. Nothing is explained in detail. The game started crashing for me and the controls are a bit too sticky for my liking, but it's a nice way to kill time.","2022-12-05T10:05:25.579Z"
"Christian Fischer",5,"I've enjoyed it so far, gameplay is decent, love the different builds and skills you can do with whatever your choice may be in terms of damage. It reminds me of gunfire reborn, a bigger video game that's just a little similar to this, overall, love the art style, the enemies fill the screen literally by level 3 and it's endless fun, it deserves my 5/5. P.S: Advertisements isn't much of a problem, I forgot to add this; just be aware that when you ready up, you have to watch an ad to start. Ciao","2023-02-01T04:41:35.464Z"
"Chief1y",5,"Huge game guys, something is weird but the game is very good, I love it! Found out, that I cannot transfer my progression to another device, which I would really love to do. I've bought pair of wings, plus Raven character, and it's really interesting if I'd uninstall the game for some reason in future, or decided to change the phone, I will have to make purchases again? I think it's wrong, please make progression be able to move","2023-05-22T12:02:29.172Z"
"Soysauce",5,"Watched this game develop on itch.io and it's been a joy. An absolute blast to play, ads aren't an issue, minimal to zero bugs, you can use ads as upgrade rerolls and such, replayability is great, ect. This is one of those games I'll probably have on my phone for a long while. I'm excited to see where the team takes the game in the future! Keep up the great work! 😁","2022-11-26T18:23:05.902Z"
"DeimosIsBored",5,"the game is amazing i love it a lot. the style really fits for a game like this. i have no great problems with it. except the box on the 2nd boss. it is just too small. i get that the game is supposed to be challenging. but you cant just give us a limited zone and put 90% of the earths population there and expect to survive. overall a decent game just that box too small. 9 doritos out of 14 mountain dews","2023-10-31T15:13:05.196Z"
"Backsteel",5,"At first, it is really addicting! The intense situations when cornered provide the ultimate adrenaline rush! Although, some weapons do provide a direct advantage over other alternatives making the game effortless (grenade launcher) while other weapons require assistance with runes to become viable. Down the line, the gameplay become repetitive being varied by slight enemy variation and runes. I haven't reached darkness 15 yet, so I'll hold off on that for now. Also, custom controls would be nice","2022-12-01T09:20:45.218Z"
"Steph Smout",5,"I love this game. I average 5-10 hours per week, this is my 3rd week. (Am about 20% done in game) 10/10 recommend if youre the kind of person to explore all possibilities of a game and want to fully max everything out. I am confused about a few things tho, such as ""kingdoms"" and special unlocked.. Things. Sometimes I get something and I can't find anything about it in the game. Would love a more in-depth or detailed (revisitable) tutorial of what certain things are once you've unlocked them.","2023-12-25T21:09:31.262Z"
"ArkFire9",5,"Fun game. Easy to pick up and play, especially on the bus or waiting at the dentist. While the gameplay is fun, it sometimes has frame rate issues towards the end of the game, and gameplay bug i've encountered include glithing out of bounds while being hit into a corner on the temple and pumpkin patch maps and the magic lens buff stacking multiple times on summon projectiles, especially ghost ones, until they are bigger than the character and deal up to 1 damage","2023-09-11T00:18:16.790Z"
"Q. A.",5,"Fun to kill time, casual. Chars and weapons are easily unlocked, some being better than others. You'll become almost invincible if you get the right buffs. Ads are entirely optional to get or reroll buffs. Basically bullet hell but you're the boss once you get good buffs, especially using the lightning or fire girl with dual SMGs. Edit: can't seem to find a cloud save function. If it hasn't been added already, please add it in the future.","2024-01-12T16:46:22.790Z"
"Just a Random Minecrafter",5,"The game has a ton of potential, but there are some significant problems that if resolved could make the game a lot better. Firstly there should be an option to make both joysticks fixed, as the current touch controls are a bit unreliable at times. Secondly there should be more tome options as only 6 of them exist at and more variety would be more fun. Thirdly more gamemode and enemy variety would be massive as there are only like 5 types of enemies. (I apologize for my english, its not my 1st )","2022-11-26T13:43:57.246Z"
"C0LT .40",5,"I really dig this game. It's got a very cool aesthetic/vibe to it. The power ups are dope and the enemies are cool as well. I like the fact you can revive as many times as you like. I would really like to see a sequel in the future. Some updates with additional weapons or characters would be nice too. But overall, I really like this game. Big ups to the developers!","2023-11-08T06:29:26.174Z"
"Bianca Dita Zoe Augus",5,"Oh ain't no way I'm actually playing it on mobile since I got it on the steamdeck but just downloaded it to leave a 5 star. Really a great little time killer with tons of potential. It doesn't seem like much at first but figuring out the builds is super fun and the 20 minute thing's just you can start a run nearly any time and be sure to finish it. The simplicity is really the strong point.","2023-07-27T20:17:52.129Z"
"Jaxon Bahreini",5,"Very fun game, seems like a game I would have made as a kid except vamped up and very detailed.","2024-07-10T22:36:22.979Z"
"Quosmium",5,"Pretty good! The classes all have their own strategies without the feeling that they are there to inflate the game , the weapons are all unique , the upgrades are all have their uses and almost none are objectively better than the rest. The only complaint I really have is that the hitboxes feel inconsistent, sometimes I'll be able to speed by enemies no problem and other times I'll instantly take damage. Though it still is the best mobile game I've played in a while, continue the great work!","2022-11-06T16:45:40.174Z"
"Tristan Izlar",5,"Fun bullet heaven/rogue-like! I really enjoyed it on my phone so decided to buy it on steam. I wish more studios would do this! Kinda felt like I got a free demo and that 100% led me to buy it.","2024-04-19T21:21:57.799Z"
"OnionRingz",5,"This game is very challenging and fun at the same time! Having another run doesn't feel the same as the other, as the upgrades are randomized, and the weapons are easy to learn, but hard to master. This game isn't even space-consuming and the 8-bit aesthetic gives off a nostalgic vibe that comes from the classic games our parents used to play back in their days. This game is GOTY in my opinion. To the ones who made this game, you rock!","2023-12-22T10:19:47.930Z"
"Abdul - Rahim Dahman",5,"intense bullet-hell, enter the gungeon style gameplay. Different characters to unlock, guns, strategies, etc. Ads are completely voluntary but help you with your run (perks, revives) and the game is smooth as butter. Perfect time killer with a lot of potential replayability, easiest 5 stars I've ever given ^_^","2023-02-17T17:56:31.776Z"
"T-Matchless Mystic",5,"The only game I have 5 starred. The new update brought unexpectedly pleasant features that I didn't think it needed it until you used it. Mobile games are meant to be played to kill time and bullet hells are amazing for that. Trying to challenge yourself making different builds and combining different characters and weapons is so much fun. The game doesn't push the ads on your face and I appreciate that it doesn't take away from the gameplay. Anyway very fun definitely rec. and will keep playing","2024-01-07T20:45:28.498Z"
"Joshua Griffis",5,"This is, hands down, the best phone game I've ever played, I love how all the characters and weapons cost the same, i love the inclusion of a skill tree and character unique talents and skills, and it's just the cherry on top that you have to survive an IRL 20 minutes, I'm heavily addicted to this game and it's super fun, and challenging in a good way, it doesn't feel like I've been cheated when I lose, it feels like my own mistake, which is a problem with a lot of games, but luckily not this 1","2023-11-19T03:40:02.159Z"
"Grandpa Gary",5,"Excellent game so far. Simple, fun, and nice aesthetics and choices. My only issue is a minor bug (not game breaking, but occasionally irritating) where the double shot perk doesn't apply. I've seen it happen once or twice so far with the grenade launcher and the magic bow.","2023-02-05T21:05:18.455Z"
"Uncle Hotdogs",5,"Insanely good quality for a free game. Simple but intuitive controls, huge amounts of perks for varied builds, great selection of waifus and weapons (Luna is best girl) and all ads are completely optional. No scummy microtransactions, mainly some cosmetics and currency packs. Each game offers a very nice currency reward so the game doesn't feel grindy or unrewarding in the slightest, and there's no pressure to pay money to advance. Absolutely recommend.","2022-12-06T05:57:00.441Z"
"Shame Chave",5,"No Complaints once so ever, however one thing I noticed maybe since the Projectile of Ghost friend is slow, it deals damage continously, and together with magic lense, that Projectile increases in damage and size, it does have a Max size limit, the problem is even though it's amazing, the most damage it can deal (what I saw) is about 200,000s, and that is a rediculous given it can one shot those trees and might eradicate bosses quite instantly (haven't tried) That's all! Overall a fun game!","2022-11-25T04:47:34.940Z"
"SoulessMC",5,"I absolutely love this game, I've been looking for one like it for so long. the controls are nice, especially the automatic aim, and the difficulty is very well balanced, no insane scaling like a LOT of other games. I find that there are quite a few ways you can play the game, but I can find an approach I like (namely the crossbow and Lilith) easily. I see no pay walls, I think at least most of this game is free. thank you for the experience, devs. TRY THIS GAME, I love it a lot. Well earned 5⭐.","2022-11-15T23:04:43.793Z"
"Viktor",5,"Love how difficult it can be! The newer abilities are so great pared with the other ones too and it's just overall fun. Please continue making this game even better!","2024-06-29T02:35:16.540Z"
"Nikhil",5,"the Mose amazing mobile game I've played and trust me i don't get impressed easily and I'm a game designer. it's gonna start slow but eventually it's getting soo much fast and interesting","2024-06-27T07:49:48.509Z"
"Brody Haskins",5,"Love the game. Even more, I appreciate how the ads are, as far as I've seen, reliably 30 seconds long. It adds to how they somehow already feel mostly optional in this game. I feel like I'm actually making my character rather than just a character, if that makes sense. Not quite the same as some other apps I use for dopamining, but uniquely different in a way that I think is totally worth checking out.","2023-09-02T19:32:45.539Z"
"ABD Beanman",5,"This game pretty much NEEDS an endless mode, other than that no complaints, it's a very good game, somewhat lacking in synergies and achievements, the difficulty could be increased, but it is incredibly fun. Suggestions: Endless mode More difficulties/More bosses More synergies More achievements Definitely a more interesting gun, the current ones (except the batgun and bow) are somewhat lacking in diversity Meta Upgrades should also have another tier, something like ""Free one-time rerolls""","2022-11-16T20:42:17.194Z"
"disan tangeb",5,"The games great! If only the achievement is easier to spot, that would be great. I can't really differentiate which achievement I've completed since the color scheme is hard to differentiate. That's my only complain about this game. Other, than that, this game delivers!","2023-11-03T00:49:12.909Z"
"Chonyc Perreault",5,"Amazing game you've made. No complaints from me. Except for the fact that there are SO many in-app purchases. Now, I do get that you have to make money somehow, expecly since you made 20 Minutes Till Dawn a free-to-play game. However, I do wish that there was some way to unlock stuff via grinding and only grinding. Otherwise, I think it's an absolutely perfect game.","2024-02-01T01:56:00.339Z"
"Alp Ucar",5,"It is a surprisingly fair mobile game considering the progression of new characters and weapons. Default charecter ability is reroll, which is great to try and learn all the upgrade trees. Another great one is infinite comeback from death via watching an ad. It does not push you to grind for hours or to buy ingame currencies to try out things. You finish two, ten minute runs and you earn enough to buy 3 new charecters or items. Simple but very satisfying visuals and sounds.","2023-09-17T01:46:21.855Z"
"Marshal Byrd-Queripel",5,"So I've played this game on pc and was pretty surprised to see it while browsing the app store. The version on steam I've been playing is pretty damn cheap and it's a game I've put a fair few hours into. As for the mobile version I'd recommend it, seems to be full featured and then a few free to play additions, plays surprisingly well on mobile with the caveat that the auto-aim feature is a bit busted.","2022-12-26T08:55:48.840Z"
"Henry M",5,"No ads if you don't want to watch any at all, this is the free version and there is soo much action and things to do. It feels rewarding to survive 20 minutes instead of those games like surviver.io where they pass out free wins everywhere. Good controls, amazing game play, stop reading reviews and get the game already!!","2022-12-13T13:32:50.511Z"
"Express",5,"Great game to just kill time with, no popup or unwanted ads, the only ads are for respawning when dying which kind of ruins the point of a game like this but I can just ignore it, solid mobile game with simple controls though, shoot and kill and upgrade, doesnt get any simpler than that, and its alot of fun The performance got worse after the last update, I dont know what changed but theres a lot of stutter and I hope it gets fixed soon","2022-11-27T05:08:48.774Z"
"Connor Rogers",5,"its very fun but hard but with the right combos you can easily beat it","2024-08-28T01:19:19.571Z"
"Kara Segan",5,"Amazing game, currently my favorite mobile game. Gameplay never gets boring and I like trying out the variety of guns and characters. The art is nice too. I hope to see more enemies to be added in the future, unless there's some in the new map (which I haven't got to yet 😅) Keep up the great work!","2022-12-08T18:53:48.100Z"
"Mi Du",5,"For me it only 10 minutes until I die but it's a great game. Trying to push to 15 minutes LOL","2024-07-05T02:52:43.594Z"
"Wade Stoddard",5,"I got this game with the play pass and without it it might have been very challenging to get to 220 minutes. make certain you upgrade your shield and attack it's under the ruins this will help you if you don't have the play pass it will take a very long time to to beat in 10 minutes. Fun to play through.","2023-11-30T16:34:44.508Z"
"Robert Stokes",5,"This is probably the best free roguelike game on the mobile market right now. The only times you get ads are if you willingly make an ad appear. Although I wish the game were a bit easier, and that some abilities were more useful compared to others (seriously, ricochet is too op), this game is very very good. There are different builds and combinations you can do and try, and it's fun to play. Not as good as something like hades, but still one of the best mobile games out there.","2023-07-15T07:45:08.325Z"
"mohamad deab",5,"It does the Vampire Survivors exp upgrade thing, but with the twist of being able to attack on your own will. It gives you the choice of sacrificing damage and attacking for collecting exp and getting some distance from the enemies. It is really fun, and the beating the first darkness level feals so rewarding. Really cool game. 👍","2023-08-24T18:57:04.230Z"
"Tex",5,"Pretty solid roguelike game, you can have fun with making builds with different characters, but that's it. Kinda wish the game offered something more than smashing hordes of enemies and occasionally bosses - different locations, small events - but I'm sure those will come in the future. Also really anticipating endless mode - it's pretty sad to lose too OP runs ;)","2022-12-14T11:20:33.453Z"
