"userName","score","text","date"
"Sean McCalgan",5,"At first I was concerned that it would be too difficult with on-screen controls. Getting used to the game really helps. Plus the game really shines with a controller. Really satisfying and not overly plagued by ads/purchase prompts.","2023-04-10T09:24:54.678Z"
"Utkarsh Talwar",5,"This game makes you feel like death incarnate, raining down hellfire upon hordes and hordes of vile-looking enemies. The selection of skills, runes, and the overall progression system is sophisticated enough to keep the game fun and challenging, yet not so complex that it feels overwhelming. I'm having a lot of fun with this game!","2023-06-21T06:11:08.288Z"
"Saransh Verma",5,"It's a good game, really fun, BUT PLEASE add an option to have a fixed joystick. I have a big phone and sometimes I accidentally rest my finger at the edge of the screen, which can really constrict movement. A fixed joystick would fix this.","2023-09-29T09:01:22.309Z"
"Brandon Black",5,"ads are only there to correct where you mess up rather than a requirement for progression. also due to short length of runs the progression is satisfying. all it's missing is an eventual phone crashing endless mode, lol.","2023-09-18T23:22:56.597Z"
"Schadenfreude",5,"Great game, but I found a bug! After killing the secret tree boss, a dialogue box appears with some sort of weapon and a symbol, but I can't do anything to make it go away, i can still walk and shoot, but i am unable to quit, making me lose the whole run.","2023-12-29T07:33:00.852Z"
"grimtopia",5,"Literally the best game in the store and all of the adds are 100% optional, obviously this is ported game from PC but it still plays perfectly fine. For anyone that likes the Vampire Survivors style games this is probably the only one that can contend with the original and it isn't a carbon copy.","2023-10-06T20:01:48.606Z"
"Claud Maximus M Chacon",5,"Very good game highly recommend to play it if you wanna kill time.Its also has smooth graphics and simple mechanics.Tho if it needs wifi to play i recommend making a multiplayer for the players and maybe an infinite mode for the players since it'll be more enjoyable than just lasting 20 or 10 minutes.And maybe add some different mobs and bosses so the players will have a different challenge","2022-12-07T09:22:13.606Z"
"Khalifah Abdullah",5,"A bit different from other survival io games.. but once you adapt the playing experience is much more rich. Really hope for any future updates to add lock cursor or pad mode. Aside from not having player ranking or hardcore mode as I play... sorry if wrong","2023-08-31T01:41:02.817Z"
"Martinez Donovan",5,"I think this is a great game and I think there should be more characters and a few more weapons but besides that you guys are doing great I know you don't want to hear this from some ordinary person but I think you guys should add a story story would be about the first option is who we play as of the characters and as storyline goes on you meet the other characters their weapons new enemies but yeah all this is great you guys keep going","2022-12-10T05:34:34.661Z"
"Velkei Bogat",5,"Game is really good and has a lot of playtime and fun! There is a lot of room for updates but the game itself is good. What i keep myself entertained with is the triple effect chest. I don't pick up the chest until another chest / star pickup able drops, then i pick it up and pick up the star right after. Pretty cool effects!","2023-03-14T18:39:42.389Z"
"Magdelina Joseph",5,"This game controlls are pretty decent the challenges are fun but it gets annoying when you get surrounded by the monsters and can't do much of it and when trial and error and then you finally beat it will feel very nice And awarding if you want a challenge this is the game for you","2022-12-05T12:25:40.157Z"
"Beau Stearns (D4rksh0gun)",5,"Visually gorgeous, tight gameplay, fun upgrade system with non-roguelike progression with runes. Overall its very engaging and fun, min-maxing runs feels satisfying and figuring out the best combination to chew through all those enemies is a blast. Runs and plays great on s10e","2022-12-03T03:06:35.656Z"
"gerardo",5,"the game is good but i feel like it needs a story mode. also when you are reborn it should either give you a shield or kill all the enemies nearby so that you dont die again so easily. also add more character but overall its a very good game","2023-08-03T05:47:42.496Z"
"Raj Manish",5,"This is one of those rare mobile games which are challenging and soo satisfying to play! This doesn't need any micro transactions or daily logins or events to keep players hooked in the game. The base gameplay is what will make you keep you coming to this game again and again.","2022-12-31T17:56:30.488Z"
"Conner Allen",5,"I love this game to be honest. At this point I don't even care that to get the full version you have to buy a separate app. This is still hands down, one of the best games I have. However, it could be better if when you turn your screen off or close the app. It saves where you were.","2022-12-06T01:16:25.980Z"
"Tendo_XD",5,"This a solid game. Good graphics, good sound design, great roguelike element and generally good vibes. The only problem is that it's ad-to-win game and can't be played offline, really? This game has nothing to do with the internet connection.","2023-08-18T19:59:29.748Z"
"Yrix Fritz",5,"The Gameplay is Amazing!! I really recommend this game for you to play because this game is very fun, Besides that, this game is offline, yes, even though you have just to use the internet to enter the game, and most importantly, there are no ads! Unless you want to watch it to add skills faster, and bye!","2022-12-01T08:19:05.403Z"
"Lee Hodge",5,"Love this game. Most games in this genre don't let you aim, but this game is different. You don't just run around and avoid enemies while your skills do their thing, you actually get to aim your main gun making it a little more interactive.","2023-01-14T09:05:46.370Z"
"Dylan Smith",5,"One of the best phone games I've played. The few problems I had were with some of the weapons not feeling powerful enough, but I realized that was just because I wasn't using the right build for them. This game is genuinely really solid and you should definitely give it a try","2022-12-20T01:57:21.667Z"
"Herman Cahyadi (Tjoeng)",5,"Just like their predesessor in other platform, this game is highly addictive and fun. The ads not annoying at all, it only appear if your character die, so if if you good enough you can avoid watching ads. Keep up the good work ! ^_^","2023-09-12T07:23:59.420Z"
"Hunter Psilo",5,"§ Vampire Survivors, 20 Minutes Till Dawn, Brotato §. Not necessarily in that order... the top three 'Siege Survival' Games currently in existence. And out of those 3, 'Dawn' is the most competitive and the truest test of hand-eye coordination skill in a mobile game. Two of those top three games both by Erabit Studios. These are the guys to watch, and I will definitely be playing anything they put out. This is an A+ game. Please release a new weapon guys! 👍","2023-09-09T02:07:48.243Z"
"Celyn (Lyn)",5,"I love the dynamic modifications you can make with everything in this game and how you can make alot of builds with certain weapons with certain characters and certain perks to make some really cool combos. I love how much you can mod in this game and how theres so much dynamic things to do. (One of my favorite builds is using the crossbow with smite and using diamond while putting speed perks on so smite activates whenever I reload, and then high health dmg buff for smite by playing diamond)","2022-12-06T12:31:37.261Z"
"Micah Dominick",5,"Very epic! The style is great and there is a bit of replayability. Once you get late game, your game might drop down to like 5 fps because of how many enemys and projectiles there are but it also makes you feel very powerful. Great game overall! 9.5/10","2023-08-05T22:02:28.110Z"
"Syncherize Official",5,"Best [insert genre] I've ever played. Isn't overpriced, doesn't force you to watch ads, needs to strategize, and any characters can shine. However, I hope you add more maps that is free and doesn't need to watch 20 ads.","2023-05-21T12:29:14.758Z"
"Quirbe Montajes",5,"Have played this game for 2 weeks and I gotta say it's pretty decent, there is no forced ads and the gameplay and graphics is nice though often the fps drop drastically out of nowhere, it could be because of my phone but anyways the lack of characters too but overall Its good!","2022-12-02T12:24:21.910Z"
"Melina Szata",5,"Amazing Game, awesome character abilities, but as many other people have mentioned the gameplay gets a bit repetitive after you unlock everything wich isn't very hard to do. I don't really have any criticism for this game it's amazing.","2022-12-28T21:32:50.508Z"
"Mr Troller",5,"Amazing game honestly it gives the chills of being alone in a dark forest.Problem is tho is that when you watch an ad it gives you to ads at the same time sometimes.If you could fix that please do 5 stars can't stop playing if you could add multiplayer the game would be even better.","2023-05-18T01:00:35.867Z"
"Josh V",5,"I'm less than an hour in and I feel okay saying this could easily become one of my favorite mobile games of all time and seemingly even beyond mobile. i love the depth and abilities, the look and feel. I look forward to discovering more.","2023-09-17T08:55:38.862Z"
"James Davis",5,"Endlessly addicting, with a classy, atmospheric aesthetic. Absolutely love this game. Ads when starting the game are obscenely long sometimes, but playing such a high-quality game for free more than makes up for it.","2023-11-14T16:07:12.690Z"
"Dr Bog",5,"Great replayability and easy access to characters and upgrade trees. Handles large groups of enemies fairly well, I'm sure future updates will only make the experience smoother. Recommended to my friends","2022-11-20T02:50:30.850Z"
"Rodrigo Varela",5,"Love the dark, broody art style. Solid Roguelike loop with ascensions and a variety of weapons to keep things interesting. Well optimized too! A metric ton of enemies and particles on screen and no overheating. Not a given in the PlayStore.","2023-12-24T21:12:11.882Z"
"commiedoggo",5,"really fun game but a little too easy, all you have to do is buy one gun and you've beat the game basically. they should be different prices or have challenges to complete to get the gun. Different maps, enemies, and skills would be nice.","2023-02-14T16:41:38.340Z"
"Caleb Leblanc",5,"One of the best games I've played on mobile in a long time. I think the characters are cool and the unique perk you get is good depending on the character just wish there were more gun options but overall very pleased with this game👌","2022-12-11T04:04:32.997Z"
"Sleepynuke Sleepyyeet",5,"Very fun and hard really recommend playing. This is the game you would play when you have time. 10/10 and the abilities are actually fun to use and it does require the right powers for the right problem","2022-11-16T18:49:49.843Z"
